,overall,reviewText,summary,unixReviewTime,reviewerID,reviewerName
3669,3,"the plot has been described by other reviewers.  the one point i want to add is that the behavior of the medieval characters is extremely brutal. although in that way, the story is much more true to the past than most historical novels, if you are sensitive (as i am) you may find the descriptions disturbing.  in any event, not something to read while you are feeling blue.",well done but gruesome,1201564800,A357EQO27VKAF,M. S. Butch
3672,1,"i am an avid reader of historical fiction, with the emphasis on the ""historical"" rather than the ""upthrust breast"" variety.  this catastrophe fails at both. i have read many many entries in this genre from the extraordinary to the putrid.  lady of hay falls somewhere below this last category.  as other readers have commented, this book is about 200 pages too long. the author has managed to confuse tedium with suspense by dragging out the conclusion long past the point of reader exhaustion.  ms. erskine's attempts to interweave the present day ""plot"" with historical narrative is a complete failure, as she only manages to disrupt both story lines resulting in a herky-jerky narrative flow that became quite annoying.  compounding the problem, not a single character is the slightest bit sympathetic, and although i began the read with curiosity and interest, i ended feeling frustrated and cheated.  there are many red herrings dropped along the way that kept me reading, but i got no satisfaction at the end.  why do we meet everyone's mother?  how many literary agents, photographers and editors need to be introduced by their names, only to drop from sight 20 pages later?  what about nurse jeanne's foreshadowing of matilda's illegitimate daughter ultimately giving her secret away resulting in calamity?  did i miss that scene as i waded through episode after repetitive episode of modern jo swooning in the rain as she ""channels"" lady matilda?  there are too many superfluous characters, seemingly all of whom are interested in and experienced with past life regression, who i kept expecting would have some role in the overall ""meaning"" of this morass, but they never did.  not to mention, most of the players seem good candidates for alcoholics anonymous.  i cannot recall another novel which features wine, ale, scotch, pimms and their ilk as the central focus in seemingly every scene.  the insane behavior of all principals appeared to be nothing more than the result of years of alcohol poisoning - a medieval lost weekend.  i became so exasperated with their antics and cruel misdeeds that i actually found myself rooting for them all to be sent to the pokey or a rehab facility.

this book was a major disappointment in every way.  it is short on history and long on artifice.  if there were some way to award negative stars, this is the ideal candidate.  save your money.",save your money!,1117065600,A2KALATI106D7J,Miranda Good
3673,2,"lady of hay makes a promising start. jo is a young journalist who researches past life regression for a magazine article. as research, she undergoes hypnosis and discovers that she is not only easily hypnotized (so easily that later in the book someone calls and hypnotizes her over the phone!) but in a previous life she was matilda de braose, a 12th century welshwoman. how exciting, i said to myself. this could be very fun. matilda is a real historical figure. i love historical fiction. i would enjoy the puzzle of matching past lives with present characters, and of course i hoped for romance. but alas...it was not to be.
the first half of the book was great.  it keeps up a good pace and intriguing events unfold as jo and her present life alternate with regressions to matilda's existence.  but by the second half of the book there is no new material and far too much repetition as well inexplicable violence against the main character that simply turned me off to her possible love interests. in the 1st half of the book we learn that 3 men love jo in both the past and the present and we know who they were in their past lives.  we also learn about the end of matilda's life very early in the story.  so where can the author take us from here?
i hoped that some of the modern day characters besides the 3 men would eventually be revealed to have some involvement in the past lives or a more important role in the present.  however, they don't.  i also expected that that the author might expand on history and offer an explanation for the legend of matilda building hay castle in one night.  she doesn't.  and i was disappointed with the mundane theory about rumors that matilda was a witch.  the explanation: she studied herb lore with her nurse jeanne and rides horses swiftly, like a man. but perhaps most disappointing of all is the fact that nick, the man she is in love with in the present was very cruel to her in her past life and not very nice to her in the present and there is no satisfactory explanation of why.  nor did it seem that his behavior was ever an obstacle to their relationship in the present.  and what about sam's behavior?  the actions of 2 of jo's lovers leaves me questioning how much if at all, they really care(d) for her.  richard was the one nice guy and i was hoping he would somehow turn out to be a hero, but when he turns out to be a junkie i think my hopes for a satisfying finale were extinguished.
maybe the fact that 3 men are supposedly in love with the main character is the romantic attraction of this book.  or is it jo's suffering that is intended to be attractive?  perhaps i was ultimately disappointed because of the promising start, but my advice is to skip this book.",promising start...but ultimately disappointing,1066780800,A1TSNZW1H9BNN3,Barbara
3674,3,"i bought and read this book when i was 13 and visited london.  at 13 i adored it passionately.  at much older than 13, i find it a bit laughable.
first, i agree with several reviewers who object to the ""strong, independent"" heroine being raped and abused, and finding her ""happily ever after"" with one (!!!) of her rapists.  his excuse was that he was hypnotically regressed to king john at the time.  oh, well, of course.
the historical parts of the book are outstanding, detailed and well-researched, and they win 100% of the three stars that i give this book.  readers of sharon kay penman's _here be dragons_ will find this an excellent companion piece.  in fact, if you love medieval welsh history, i highly recommend getting this book and just flipping the pages whenever the modern characters appear.
the original cover art i have from my british edition reads, ""fascinating, absorbing, and original."" the first two are subjective, but as many reviewers have pointed out, it is hardly original; anya seton's _green darkness_ and mary luke's _nonesuch lure_ played the same themes at least 20 years before _lady of hay_ was published.  but it became even less original when barbara erksine began searching out abused women in british history and did the same thing over and over again, injecting historically inaccurate feminism along the way.  _lady of hay_ is definitely the best of her efforts in the past-life regression genre.","wonderful history, it's the modern people i want gone...",1052352000,AJFDUH3VTZDGB,E. A. Lewis
3675,1,"disappointing. no thoughtful, self respecting woman would be attracted to this book or to this author after reading this book. this writer is acclaimed for her scholarliness so i was terribly disappointed.  this book offends me.  she sets feminism back by decades with her repeated and offensive rape fantasies. one scene was tolerable since it sends the idea that in those days women were mere chattel.  but, please, i threw it out after the second one. i picked it back up to give the author another chance and finally just grew too disgusted by rape scene number 3 to continue.  i would not want my daughter to read it - nor my son!  the women characters (past & present)  were disloyal, dishonest and manipulative. the men deceitful, weak or brutal.  one may hope that erskine does not depend as heavily on alcohol as her heroine does.  about a third of the way through the book, it became laughable. if you seek a good reincarnation novel, try amy tan's superlative, wonderful hundred secret senses, the more serious search for the girl with the blue eyes by jess sterne or even the romantic fiction somewhere in time. anya seton's green darkness is another and i do believe erskine relied heavily upon its plot scheme and characters (if she did not simply plagiarize.....).  my message to the readers - don't bother!  my message to barbara erskine: get a therapist or switch to red-cover, ""heaving bosom"" press so that i won't be fooled again. you should find rape repulsive, not titilating or romantic.  you should not use it to sell books at womankind's expense. for shame!",shame on erskine!,1033084800,A3MA1QRNL0YAAC,Mr. Stuart I. Roosth
3678,3,"coincidentally, i had just finished reading 'here be dragons' by sharon kay penman that covered a somewhat later period of welsh history but featured many of the same historical figures as this book.  'here be dragons' is ten times the book this is.  if i have one pet peeve it would have to be authors who command their characters to do illogical things.  case in point: at the beginning of this novel, the title character jo, has just broken off a relationship with the man in her life who has gone off to pursue another woman yet, there is no discussion of what preciptated the breakup and the heroine nonchalantly allows the 'rat' to waltz blithely in and out of her life and apartment without batting an eyelash.  the 'rat' and his brother also have a relationship about as fraternal as kane and abel but there is no discussion whatsoever as to why.  i also found it rather ridiculous that all the men in jo's modern existence had all followed her from her previous incarnation 800 years ago!  the heroine also runs around wales falling spontaneously into regressive hypnotic trances at the drop of a 'milady'.  the author even had one of her 800 year old, medieval characters utter ""hey"" like he was hailing a cab.  c'mon!  maybe this book should be better classified as science fiction?  i am as willing as the next person to suspend disbelief for the sake of a good yarn but because of the author's inablity to flesh out the details to make her protagonists credible i found the characters of this novel did not develop beyond cardboard cutouts.  my advice:  you money and your time would be better spent on 'here be dragons' by sharon kay penman.  go read the reviews on this site for that book.",ridiculous and disappointing,1009756800,A2EUAP29LV67HG,Linda S. Sullivan
3680,1,"this book is a horrid combination of writing that is good enough to keep you reading and bad enough that you wish you weren't.  the book is 700+ pages.  the heroine is repeatedly raped (forceably and not) or otherwise abused by men who supposedly love her.  she repeatedly makes stupid choices, leaving the reader to wonder how ""smart"" she really is.  there are too many irrelevant characters.  the ending is completely unsatisfying, given how long i spent to slog through the book.  the author is not bad in terms of description, but the only real element of ""suspense"" will be figured out by a thinking reader by page 100 or so of the book and is not nearly enough to carry a reader happily through to page 700.  avoid this book.",i'm genuinely sorry that i picked this book up.,1001376000,A32BC4R0D2IATH,Jackie
3683,4,"although i think george sayer's jack the best of the c.s. lewis biographies available, green and hooper's book is also good, with the added advantage that both men knew their subject personally.  their book complements sayer's and is worth obtaining for lewis fans.  it is certainly better than wilson's biography of lewis, though without quite the achievement of sayer's book.",an entertaining biography,888883200,AGHIV0V0ON7MO,David Graham
3684,5,"we had watched the series on tv which was based on this book gold diggers and so i bought this for my husband.  he is thrilled with the book, which arrived in excellent used condition.  he is telling me every day different information he is finding as he reads it.  very historical and thourough history.",for husband,1391904000,A166QG3UGX20RP,Dorothy Inman
3698,5,very informative. i read it after watching the movie it was based on. the movie was far from accurate but that is to be expected. what it did leave out was the criminal element that i am positive was going on at the time.,very informative,1395187200,AQX6BK5SKRM1K,Richard Weter
3703,5,"i really enjoyed the book and the way it was written. the history of the klondike region has intrigued me since i was a kid. thing were so tough back in those times it is amazing that any of the ""rushers"" lived through the hardships of first the trek there, and then the terrible conditions once they finally (if at all) got to a claim and searching for gold. strong people in a very harsh land!",a good historical read.,1393200000,A3M27C0G8MFIU,BIGJim
3710,3,"a wonderful story of courage written from diaries and stories of survivors passed down through families. at times the story was hard to follow, and due to the large cast of characters it was easy for one to lose track of who was who. however, it is a little known true story of a group of people who survived because of the courage of others to risk their life for them.",powerful,1374364800,A2VDIQPI7X5SXB,Marsha Birdsong
3732,5,if you enjoy detailed aspects about life from the 15th-18th century then this is a great reference book. it is written for the layman but takes a long time to get through the material. it also covers a wide range of topics. great source of historical information.,dense read but fascinating information,1376524800,A2CXEY9FA1ARN9,M6
3741,2,"this book was depressing. i felt sorry for clara at first, then couldn't take her repeated bad choices. i finally just saw it going from bad to worse and stopped reading it. maybe i would have been pleasantly surprised at the end, but from where i saw it leading, i doubt it.",disappointing and depressing,1433030400,A7RM36Z4SANSE,Laura G
3745,4,"the story of two sisters is told completely through their letters and clara's diary entries. nora leaves the small canadian town to live in new york and lands a job as a radio soap opera actress in the 1930's. clara remains in the small town teaching at the school where her father was principal before his death. clara finds a radio, phone and car unnecessary. after an incident on the back roads of the small town, clara seeks out the help of nora in new york. after returning to canada, clara occasionally treats herself to a movie in a larger city. it is there that she meets a man that changes her future.

at first i felt sorry for clara and was sure that ditzy nora was headed for big trouble. although nora had her share of man troubles, it was nothing compared to the troubles of her spinster sister, clara. i kept hoping clara would soften or wizen but the afterward leads the reader to believe that did not happen.",1930's small town spinster leads an interesting life,1431561600,AL2587TO8CS0D,kb1
3747,1,"my wife and i read this new book to our 3 yr old twins separately and both came away fuming.  the first 80% of the book is examples of absolutely horrible things to do (cut up all the newspapers/books in the house, etc.) and in the end it gets wrapped up in a neat little bow.  but 3 yr olds don't remember all the way back to the beginning and then connect those bad things with the conclusion.  they spent all that time focused on these horrible things and then guess what they take away from the book? hint: it's not the ""moral"".  yep, the next day my kids suggested we do all the stuff the very bad bunny did.  i said ""but remember how those things were bad"" and it didn't seem to register with them--it sounded like great fun.

this book made my job as a parent that much harder, made me tell them ""no"" even more times than i otherwise would have to, and made my child's life that much more confusing.  why would we purposely do this?  a very bad book.",fills our kids heads with terrible ideas,1309737600,A1T5E4I6RU33OD,C. Koberg
3748,3,paperback issue with plastic cover. came from england so some of the words were different. pages were yellowed and book smelled musty.,not bad,1300406400,AK8BF4548ZXBJ,Laura
3749,3,"this book had a dirty cover and large crayon name printed on the inside cover. i really wanted the book, however, so i cleaned it up as best i could.
this book was requested by my 24 year old son for his own 2 1/2 year old son. it was his favorite book - and his son loved it to. it tells how sometimes kids aren't as naughty as everyone seems to think - esp. when compared with a naughtier cousin.",very bad bunny,1241049600,A2RIMNVRB3UAWX,D. Copp
3760,2,"this was a dark and dreary story.  i had to stop reading now and then, and in fact i skipped a lot of it.  just depressing",didn't like it at all.,1428019200,A2AU6ZHBBI2WG2,MissDaisy
3762,2,"i found this book to be well written but depressing.  there were too many negative themes that overwhelmed the story.  i kept waiting for some kind of redemption, but, in the end, it was tiring and frustrating.",well written but depressing,1427932800,A3NSPDT7PQAUA5,ALC
3766,4,very interesting and a page turner.  it ended so quickly and wish that there had been more substance to the daughters life growing up. devoting only one chapter to her life was disappointing.,page turner,1422057600,AG9IUP9RPD8HV,Honest Opinion
3772,3,"i found this book a little hard to get into and boring at the beginning, but it picked up halfway through and ended up being a fairly good book.  the book is  basically a combination of diary entries and letters between the book's main character, clara, and her sister and a few other people who come into her life at various points. through these letters, you follow the life of a woman who lives in a small, rural town in ontario in the 1930s.  she is an unmarried school teacher in her 30s who has little chance of marrying and isn't even really sure she wants to be a wife and mother.  she is a poet at heart but is very private and only has one real childhood friend.  there is a side to clara that no one really sees but comes out in her diary entries and occasionally in her letters.  clara leads a rather uneventful and unremarkable life, but as the book unfolds, she travels, takes on a lover, and you begin to glimpse that there is more to this woman than meets the eye.  you often wonder why the story of this woman could possibly be of any importance until you realize near the end why the story matters - and who it matters to.

this is not a feel good, happy ending book.  it is a look at the harsh realities of life for a woman in a small town - a small town where everyone knows everything you do and your reputation is, if not everything, almost everything.  these people can be nosy and downright cruel in some cases, but also warm and supportive and giving.  if you can stick through the first third of the book, it is worth the read.","a slow start, but worth the read.",1291939200,AL5NXND21JBAT,S. Payne
3773,2,"light and fluffy with no real content except discontent and the exercise of bad judgement.  the first half of the book hints at the possibility of some deepness in the second half, but disappoints in that respect. the ""afterward"" gives the appearance of the story being non-fiction, but unless the author is using a male pseudonym, that would be impossible.
if you want to follow the meaningless lives of two sisters and wallow in the elder's loneliness, peccadilloes, and bad judgements then this is a book for you.  the older sister of the first half of the book has so much potential which is fully destroyed by the author in the second half.","disappointing, appearing to go somewhere, but never arrives",1235520000,A2ZDSJAL37VJ89,Robert
3774,3,"clara callan provided its readers with a nostalgic return to the days of yesteryear when housewives escaped their humdrum existence by fulfilling their romantic dreams and fantasies via serialized radio programs and having a child out of wedlock was akin to wearing a scarlet letter.

richard b. wright has managed to capture the emotions and morals of the late 1930's and early 1940's in this epistolary morality tale of two sisters, clara and nora, one a teacher residing in small, clannish canadian town and the other a ""soap opera"" actress pursuing a career in new york city.

wright's look at the plight of females of this era, attempting to maneuver through the social expectations of society while pursuing their own goals, is startling in its insight and accuracy and almost makes one feel as if this novel were written by a woman. (high praise indeed).

when all is said and done, clara callan shows us freedom to pursue ones dreams comes with a price, and that perhaps things were not really so good in the ""good old days"".","sisterhood, romance and friendship in the ""good old days""",1201824000,AN3D3M8MJ07BQ,Red Rock Bookworm
3779,5,"i usually don't like books in diary/journal and letter form, but this book is the great exception. these characters who live in the 1930's deal with many issues that are still hot topics today: rape, homosexuality, extra-marital relationships, abortion, and more. the more things change, the more they stay the same...",a wonderful book,1080864000,A16OWFVNDOJY64,Bonnie says...
3781,5,"truly well written. good character development, good surrounding scenery descriptions. could visualise the scenes that were being laid out really enjoyed it",enjoyable,1523318400,A1HJP8C6PKA84Y,Alex Franklin
3798,2,"i was required to read this for a book club. i finally gave up.  i am an avid reader (2-3 books per week) and after almost 2 weeks, i gave up.  thank goodness, i wasn't the only one at book club who couldn't get through it.  very tedious....",ugh,1365984000,A1BRCQZR80UBPI,iteachhair
3800,5,"written by renoir's son, this book gives you a wonderful incite into renoir's character and thoughts. renoir's respect and admiration for the true beauty of women is expressed in the book. it explains why he painted women so magnificently with soft rosey tones. fascinating.",fascinating,1313625600,A3ECGY0YBIFLO7,Amazon Customer
3820,5,"i loved it! i would recommend to all! the author brilliantly demonstrates the magic of friendship,  rebirth and  positive thinking!",inspiration!,1520553600,A3H1A6AB9LZMMA,kindle customer
3821,5,love this book. read this when i was 12 years old. enjoyed it than as well as now.,garden,1520467200,A24JS1RSMSVKSG,Goofy Country Mommelia
3826,3,good book,three stars,1519948800,A8J87MEAEN981,Angie
3828,5,excellent read!  could put it down. the allegorical theme is magnificent and totally absorbing.  characters are lovable as well as acutely defined.,secret garden,1519776000,A3NVKOOCQ9WA6Q,Lorraine L
3852,5,"a wonderful story and even better since it was downloaded for free! in this classic tale read about a group of children as they go through life adjustments, learn about themselves, and become better and smarter as they band together to restore what was once a secret garden.  a wholesome and enjoyable read.",classic novel,1515888000,A148M75AMK5V0F,Rebecca B.
3874,1,"i'm trying to purchase ""a little princess"" with the illustrations by tasha tudor. however in the description for the listing, in the first paragraph it states the illustrator is tasha tudor, but the next paragraph says this is the abridged version illustrated by barbara mcclintock!!! (side note, we've borrowed that version from the library, and it's lovely). then i examined the reviews to find photos of various editions and of entirely different books! seems like many of the reviews are for ""the secret garden""! what gives amazon??? i'd love nothing more than to give you my money but i at least want the listing to be clear as to what on earth i'm purchasing!!!","seems like many of the reviews are for ""the secret garden""",1511913600,A1810QXS50M8U2,Sew much fun
3880,1,pretty bad quality paper. my wife was really disappointed.,cheap product,1510617600,AX8ANY1YCJ2QN,JA
3888,5,i enjoyed it as an adult male but i believe the elementary/junior high females love this book the most.,good for girls but also dads,1509667200,A1JO6ZSLADYGO7,chris134711
3889,5,very nice product.,five stars,1509580800,A2YACF3K8HLUBV,Amazon Customer
3897,5,love it!,five stars,1508803200,A31CAWMMLAWKX2,aida rascanu
3898,3,"impossibly perfect young sara crewe remains kind, generous, studious, loyal, brave, and considerate through thick and thin - - being treated as a princess in her boarding school because of her wealth, then losing everything and nearly starving in a garret and suffering abuse from those who had sucked up to her when she was rich, but ending up even richer in the end.  the comeuppance for the greedy people who abused this paragon is so satisfying that it obscures the great holes in the plot. a key character is introduced as an indian servant who speaks no english, but somehow he manages to communicate quite nicely with his eton-educated english employer and a young english secretary about a complicated scheme to help the distressed child, only to revert to very simple english later.  the diamond mine that catapults sara from poverty to riches is, in her imagination, worked by dark men with heavy picks, but somehow her compassion and generosity doesn't extend to them, and her imagination doesn't raise the question why an english child should prosper from their back-breaking labor in a far-off country. she recognizes and rejects false friendship from english people, but when dark-skinned adults bow to her she is pleased and untroubled. obviously, this book is a product of the colonial era and can't be expected to present an enlightened picture of the rights of the people of india, but it presents such a sunny view of the dark-skinned servants and laborers happily making young sara wealthy and pampered that it would be nice to see her showing a little bit of empathy for them, rather than spending it all on the poor in london.","careless and racist writing, but captivating",1508630400,A311Z2HX280GJ6,Mary Arneson
3912,5,great book,five stars,1413849600,A3AGBM3I9YEM93,Anon
3913,4,"itani writes a beautiful story of love, fear, guilt, and hope. set during ww i, deafening explores the world of the deaf, and the horrors of war. it also delves into the human heart with all of the complications of grief, guilt, fear.",beautifully written,1406332800,AVWL4Z970792O,Bhamdo
3915,5,"set in the early decades of the 20th century through world war i in onatrio, canada and france, deafening is two stories - the coming of age of young grania struck totally deaf by scarlet fever at the age of 5, and what's like living with deafness - the second story the experience of her husband jim in world war ii france where most don't survive the battlefield, and what it's like for grania and the other families back home.

a multilayered story filled with the harsh realities of the world of the deaf and the world of the battlefield, and the compassion,  love and strength of the human spirit to overcome.  itani is a wonderful writer who gets inside each of these worlds and let the reader have his and her own experience. we become involved in the lives of her characters and we feel their joys and sorrows.",overcoming harsh life challenges,1362873600,A19D816DMGI44L,Lynn Adler
3916,3,"it is a wonderful story to tell, and i am sure it is loosely written on fact vs. fiction.  but i found it dragged on and on and just lost interest until i finally i had to put it down, unfinished.  i don't do that very often.",a climb,1356480000,AMR73MSROO310,actravels
3922,3,"i wanted to like this book, but i expected a lot, and found it a disappointment.  the first half about grania's struggles with learning how to communicate and trying to fit in with her family and friends was interesting and new perspective, even though a bit slow at times and not always that compelling.  as far as the second half, i have read other books that have dealt with the horrors of wwi, and this one offered not one new perspective or new point of view or descriptions.  i didn't see how it added to the story at all, and at this point in the book i really wished i wasn't reading it, but i guess some part of me wanted to find out what happened, and i felt that the ending was a let down.  mostly, i feel that this topic could have been really, really engrossing, new, and compelling, but the book's lackluster plot and storytelling left me flat.  i won't recommend this book.",a disappointment,1334966400,A21DAPYO04UOMY,Lynne
3923,3,"the title may be deafening, but the book is anything but.  it's very quiet--too quiet.  as we try to inhabit the life and mind of grania, deaf since the age of five from scarlet fever, we imagine what it would be like not to know when someone is approaching from behind, or to know when the speaker has changed in a conversation.  this book was just too slow-paced for me and the characters too one-dimensional.  grania and her hearing husband jim seem to be without fault.  more complex is grania's sister tress, who struggles with her emotions when her husband comes back from wwi disfigured and dysfunctional.  another interesting character is their mother, who postpones sending grania to a school for the deaf as long as possible, while she battles her guilt over grania's hearing loss and seeks a cure via specialists and spiritual quests.  however, the author doesn't fully explore the inner conflicts of tress or her mother, and we are left with a love story between two very nice people.  jim's story is more disturbing than grania's, actually, as he becomes a stretcher bearer during the war and sees both friends and patients blown up inches away from him on a regular basis.  his sections of the book are very moving reminders that the lives lost in wars are not just statistics.  the most moving and ironic incident is jim's wordless interaction with a german counterpart as they both struggle to rescue their wounded on the battlefield.",deadening pace,1296000000,A1Z1F8JP032EV2,Patti
3924,3,"the first part of this novel was a superb 99 pages.  my enjoyment of these 99 pages is what makes this a three star book despite the fact i grew too bored to finish somewhere in the middle of part three.  here is why:

part one is about a child named grania growing up in canada in the late 1800's.  a bout with scarlet fever at the age of 5 has rendered her permanently deaf.  thankfully, grania has an understanding family, especially her grandmother, and with their patience, she learns to lip read.  i know from my own experience, lip reading is not an easy task and this book shows us just how difficult it is.  grania struggles to see words, understand words, and even feel words.  readers will feel her frustration, her fears, and her shame at times.  when she begins school, we see how the deaf are treated by the hearing people with less than kind hearts.  the teacher does not want to take time out of her already busy day to ensure grania understands what is going on.  the children like to laugh at her and play games that humilate her.  most upsetting of all is the ignorant assumption that deaf means dumb.  when grania is sent to a deaf school to learn lip reading and sign language, we see another world.  it is a world of silence, yet friendships build and minds expand.

part two is about an adult grania who falls in love with a hearing man named jim.  jim is a nice fellow, but he does not hold my interest.  i found his conversations with grania dull and their romance a bit sappy.  my mind began to wander.

part three follows jim as he enters world war one and the fighting he experiences or sees.  this created a problem for me, as i said earlier, jim just didn't hold my interest.

part one seemed a novel all of its own.  the style changed after that.  i realize the story is about grania and jim and world war one, but it just was not written the same as part one.  i encourage people searching for deaf fiction and literature to pick this one up tho.","excellent first part, a bit downhill from there",1251504000,A3THYM7XMB8B0U,Tara
3925,3,"canadian author frances itani had a promising idea to write about the education and early life of a girl struck deaf in infancy, as her own grandmother was at the turn of the last century. and it was an intriguing one to contrast her silent world with the cacophony of the western front in world war i. the novel that results contains interesting characters and effective passages, but it is too diffuse to really work.

grania o'neill -- the name is an anglicization of the irish for ""love"" -- loses her hearing at the age of five as a result of scarlet fever. she wakens to a world shaped and contained by words, but where language is deceptive and words have to be agonizingly relearned. she has an ally in her grandmother mamo; the relationship between the two is the most lovely thing in the book. but i found the early chapters repetitive and could never enter fully into grania's world. i was more interested in the relatively brief section dealing with her time at a special boarding school and the battle between the two theories of education for the deaf: sign language and the oral method.

as a young adult, grania falls in love and marries. but it is 1915, and her husband jim goes off to war as a medical orderly. the unusual perspective makes some of the war writing quite powerful, occasionally approaching the intensity of classics such as sebastian faulks'&nbsp;<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/birdsong/dp/0679776818/ref=cm_cr_arp_d_rvw_txt?ie=utf8"">birdsong</a>. and the scenes back in canada show something even less often written about, a picture of wartime life on the home front. but the fact remains that there is an ocean between grania and jim, and their parallel stories barely connect. still, a few touching episodes do manage to bridge the gap, as when one of their friends returns wounded and mute, and grania teaches him once more to talk.

this is a book that needed to dwell in language and sound, and above all in silence. it calls for an almost abstract style that can handle ideas and sensations rather than events -- poetry rather than prose. the steady narrative that itani offers contains much that will interest and even move its readers, but for this reader at least the most exciting promises are lost.",sign language,1221264000,A8IPQ1Q1O7YX5,Roger Brunyate
3940,4,"still entertains me, maybe just not as much as when i was a little girl. the book teaches about opening up your mind to good thoughts and how they can transform you, as well as to not be so self-involved. it also lures a young reader into spending more time out of doors, instead of cooped up inside. should be on a must-read list for upper grade-school aged children.",is it magic?,1506297600,A3SMFU12DKLII1,PDXCDub16
3950,5,a delightful story  don't know how i missed this in my younger years.  should be required reading for aspiring writers.,charming,1505001600,ASC8KBISUV999,Kindle Customer
3953,5,lovely story for young folks.,five stars,1504742400,AFD295EXI2PQV,Sandee Ferreira
3954,5,i haven't read this in years and forgot what a wonderful story it is!,absolutely loved it!,1504742400,A38W9NJ1N93D9Z,Amazon Customer
3965,5,"it is amazing and hooks you with its special yorkshire parts! if you like god books, then this is for you",i know you are  outing this book but i don't anymore this is great,1503532800,A10A1I6S0OJEJW,Maya Marie
3966,2,"the first third of this book is a bit of a bore, as the heroine's only real character trait is that she is nicer and smarter and with a better relationship to her father than all the other girls at her boarding school. and since she's also the richest of them, it's hard not to see this characterization as a defense of classism and the inherent superiority of the wealthy. sara becomes a little more compelling once she loses her family fortune and the narrative shifts into a cinderella story, but she is still perpetually cast as a better person than those who are poor by birth (and who are regularly described in patronizing and animalistic terms by both sara and the text). in the end she becomes rich again, her fellow maid gets the reward of being sara's servant now, and there's not really any evidence that the child has learned or gained anything from the experience.",a classist bore,1503532800,A1C97CZ8GVFMY5,Joe Kessler
3968,5,lovely book. overlooked in childhood.,five stars,1503187200,A3QY4W1UBDAI8J,Suzannah
4011,5,the audio book read by  virginia leashman is superb!,the audio book read by virginia leashman is superb!,1500422400,A1DJ75B66PEV1X,H. Bakker
4016,5,"be prepared to think. i am looking at some things differently now. i am not a person who changes opinions based on the most recent book i have read. i do challenge myself to grow and to take a fresh look at how others interpret revelation. i will definitely be searching the scriptures with my eyes open to what clarence larkin has said. even if i disagree, he has made me take another look, and i have still learned.",amazing,1417824000,AH5ZEFIM3PF41,NEFP
4033,5,"clarence larkin has a great way of communicating ""hard"" to understand passages.  i have a friend who recommended him this spring.",good study,1371859200,A2UF7RXEPL9ZJI,Amazon Customer
4035,3,"interesting as a historical artifact. really preachy children's novel that beats the same points endlessly. entertaining for its historical significance more than anything. i came to understand why adults, back in the ""60s, were always pushing kids to play outside and ""get some fresh air.""",interesting as a historical artifact.,1498953600,A2OONXM5K8L5JJ,Roy Martin
4045,1,"how people can make these types of mistakes is beyond me. there appears to have been no editor or proofreading before putting this up for sale and apparently no quailty control measures on amazon's part. the problems:
1. 4,500 locations or 450 pages are missing. this ebook is 500 locations or 50 pages.

2. the reviews posted on the ""kindle store"" were clearly for the hard copy version

3.  this ""book"" give a page or two ""outline"" of a topic. example- there is no information detailing the seven churches like in the hard copy version just a 2 page turn ""outline"" saying the book of revelations speaks about seven churches.

4. complete information is just missing. the table of content looks consistent with the hard copy version yet once you spend $3.99 to buy it and click on a toc link subtiles are not there.

5. this ebook is just a very brief overview of what is in the book of revelations and what is in larkin's actual book.

i will be getting a refund from amazon.","dont buy for kindle 4,500 locations missing (450 pages)!",1287878400,A1W5C4LPCVTPXE,sunmoon
4049,5,great book! good character development. i could see and smell the garden myself. like this author a lot. easy read.,books,1498348800,A39TSMHZO4E628,rosey
4062,5,"my favorite feel wonderful book of all time. i love the story. i can smell the damp spring earth in the garden and i delight in the love of growing things. it is a story of hope. it is a story of how the human spirit searches for something to help it thrive and when it is found how it drinks it up and devours it fully, richly and completely. everyone should read this book, children and adults alike. it will make your soul smile. you will want to read it over again many times throughout your life.",soul is smiling!,1496793600,A2KEIQKLDYL0RO,Kindle Customer
4069,1,"this is a badly abridged version of the classic the secret garden, completely lacking the charm and eloquence of the original by frances hodgson burnett. instead it is a retelling of the story by someone named malvina vogel. the cover of the book is misleading as it does not mention vogel's name nor does it mention that it is abridged. that information is on the back cover, which i didn't see since i ordered it online (from another retailer). i thought it was an illustrated version of the original story. skip this.",beware this isn't burnett's the secret garden,1495756800,A76DQ68EJW82S,NYC Mom
4078,2,"while this is a good book, it wasn't good for my son.  it was required reading for a class my 13 y/o son was taking.  the girls loved it. the boys hated it.",boring for boys,1494806400,A3V6Z8ZEN34HKE,Dawn
4096,1,the format of this book is very odd for the demographic -- very tiny print.  not worth the hassle to return  but i won't be buying anymore childrens books from amazon.,tiny tiny print is weird for a kids book,1493596800,A4OOA7I13SSLY,D. Meyers
